dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Jsoup_28,jsoup_28f_consumeCharacterReference__line100_155,major_full_catalog_try2,consumeCharacterReference,major_1,c802f581caaa694899e9c2a5e8f91814e5a9dba15275c1197808bac86cf48570,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/jsoup_28f_consumeCharacterReference__line100_155/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jsoup.parser.Tokeniser,"consumeCharacterReference(java.lang.Character,boolean)",101,3330,reader.isEmpty(),false,"1:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jsoup.parser.Tokeniser@consumeCharacterReference(java.lang.Character,boolean):101:3330:reader.isEmpty() |==> false"
defects4j,Jsoup_28,jsoup_28f_consumeCharacterReference__line100_155,major_full_catalog_try2,consumeCharacterReference,major_2,0dc68976316a0c4a9720fa86f4e663d65475488c06f9af5d6edd10a8c7b22266,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/jsoup_28f_consumeCharacterReference__line100_155/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jsoup.parser.Tokeniser,"consumeCharacterReference(java.lang.Character,boolean)",101,3330,reader.isEmpty(),true,"2:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jsoup.parser.Tokeniser@consumeCharacterReference(java.lang.Character,boolean):101:3330:reader.isEmpty() |==> true"
defects4j,Jsoup_28,jsoup_28f_consumeCharacterReference__line100_155,major_full_catalog_try2,consumeCharacterReference,major_3,2e1d02f453ffe6a8d84241fd3a95750019b726b67e0a7ed6aa4ea717ce30bc99,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/jsoup_28f_consumeCharacterReference__line100_155/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jsoup.parser.Tokeniser,"consumeCharacterReference(java.lang.Character,boolean)",105,3511,"reader.matchesAny('\t', '\n', '\r', '\f', ' ', '<', '&')",false,"3:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jsoup.parser.Tokeniser@consumeCharacterReference(java.lang.Character,boolean):105:3511:reader.matchesAny('\t', '\n', '\r', '\f', ' ', '<', '&') |==> false"
defects4j,Jsoup_28,jsoup_28f_consumeCharacterReference__line100_155,major_full_catalog_try2,consumeCharacterReference,major_4,53669af9e12f5dea1d4488fae214eb65ec44d55ba9a8722eddc0d044c4540961,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/jsoup_28f_consumeCharacterReference__line100_155/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jsoup.parser.Tokeniser,"consumeCharacterReference(java.lang.Character,boolean)",105,3511,"reader.matchesAny('\t', '\n', '\r', '\f', ' ', '<', '&')",true,"4:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jsoup.parser.Tokeniser@consumeCharacterReference(java.lang.Character,boolean):105:3511:reader.matchesAny('\t', '\n', '\r', '\f', ' ', '<', '&') |==> true"
defects4j,Jsoup_28,jsoup_28f_consumeCharacterReference__line100_155,major_full_catalog_try2,consumeCharacterReference,major_5,a7087b857c4cf5c2c9364a8fa0c80169e3ffd1d1320d3dd26a2bd502813815ce,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/jsoup_28f_consumeCharacterReference__line100_155/run.log,LVR,<CLASS>:<EMPTY>,org.jsoup.parser.Tokeniser,"consumeCharacterReference(java.lang.Character,boolean)",109,3633,"""#""","""""","5:LVR:<CLASS>:<EMPTY>:org.jsoup.parser.Tokeniser@consumeCharacterReference(java.lang.Character,boolean):109:3633:""#"" |==> """""
defects4j,Jsoup_28,jsoup_28f_consumeCharacterReference__line100_155,major_full_catalog_try2,consumeCharacterReference,major_6,67ccbbcb5131c40c9af5a5c4cd97f4013a2f64981c5d00ab085b9afb5ad25eb3,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/jsoup_28f_consumeCharacterReference__line100_155/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.jsoup.parser.Tokeniser,"consumeCharacterReference(java.lang.Character,boolean)",109,3632,"reader.matchConsume(""#"")",false,"6:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.jsoup.parser.Tokeniser@consumeCharacterReference(java.lang.Character,boolean):109:3632:reader.matchConsume(""#"") |==> false"
defects4j,Jsoup_28,jsoup_28f_consumeCharacterReference__line100_155,major_full_catalog_try2,consumeCharacterReference,major_7,f02629091a6724d0faabff8c61cdf9fa7b9a83d3b04efed2e73abddd0eed2c8a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/jsoup_28f_consumeCharacterReference__line100_155/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.jsoup.parser.Tokeniser,"consumeCharacterReference(java.lang.Character,boolean)",109,3632,"reader.matchConsume(""#"")",true,"7:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.jsoup.parser.Tokeniser@consumeCharacterReference(java.lang.Character,boolean):109:3632:reader.matchConsume(""#"") |==> true"
defects4j,Jsoup_28,jsoup_28f_consumeCharacterReference__line100_155,major_full_catalog_try2,consumeCharacterReference,major_8,412bb52680ed0725d03e8ee39d793114e1c25cecbefb25921946aa3274fed30d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/jsoup_28f_consumeCharacterReference__line100_155/run.log,LVR,<CLASS>:<EMPTY>,org.jsoup.parser.Tokeniser,"consumeCharacterReference(java.lang.Character,boolean)",110,3715,"""X""","""""","8:LVR:<CLASS>:<EMPTY>:org.jsoup.parser.Tokeniser@consumeCharacterReference(java.lang.Character,boolean):110:3715:""X"" |==> """""
defects4j,Jsoup_28,jsoup_28f_consumeCharacterReference__line100_155,major_full_catalog_try2,consumeCharacterReference,major_9,0f8a8e805caafb8421265d02157ed3c95f27e46b334da7ae3bce0f73fab86a00,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/jsoup_28f_consumeCharacterReference__line100_155/run.log,COR,<IDENTIFIER(boolean)>:FALSE,org.jsoup.parser.Tokeniser,"consumeCharacterReference(java.lang.Character,boolean)",111,3749,isHexMode,false,"9:COR:<IDENTIFIER(boolean)>:FALSE:org.jsoup.parser.Tokeniser@consumeCharacterReference(java.lang.Character,boolean):111:3749:isHexMode |==> false"
defects4j,Jsoup_28,jsoup_28f_consumeCharacterReference__line100_155,major_full_catalog_try2,consumeCharacterReference,major_10,949218bc33e0fec07cf4509e141369b49c75bf2442f421eec9f1ede328d2891b,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/jsoup_28f_consumeCharacterReference__line100_155/run.log,COR,<IDENTIFIER(boolean)>:TRUE,org.jsoup.parser.Tokeniser,"consumeCharacterReference(java.lang.Character,boolean)",111,3749,isHexMode,true,"10:COR:<IDENTIFIER(boolean)>:TRUE:org.jsoup.parser.Tokeniser@consumeCharacterReference(java.lang.Character,boolean):111:3749:isHexMode |==> true"
