target_id,model_name,mutant_id,killed,n_killing_tests,killing_tests,trigger_tests,exact_match,coupled,ochiai
chart_1f_readResolve__line213_291,major,major_10,False,0,,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests::test2947660,False,False,0.0
chart_1f_readResolve__line213_291,major,major_12,False,0,,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests::test2947660,False,False,0.0
chart_1f_readResolve__line213_291,major,major_14,True,62,org.jfree.chart.junit.JFreeChartTests::testSerialization3|org.jfree.chart.junit.JFreeChartTests::testSerialization4|org.jfree.chart.labels.junit.ItemLabelPositionTests::testSerialization|org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization|org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization2|org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization4|org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization5|org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests::testSerialization|org.jfree.chart.plot.junit.CombinedDomainXYPlotTests::testSerialization|org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests::testSerialization|org.jfree.chart.plot.junit.CombinedRangeXYPlotTests::testSerialization|org.jfree.chart.plot.junit.XYPlotTests::testSerialization1|org.jfree.chart.plot.junit.XYPlotTests::testSerialization2|org.jfree.chart.plot.junit.XYPlotTests::testSerialization3|org.jfree.chart.plot.junit.XYPlotTests::testSerialization4|org.jfree.chart.plot.junit.XYPlotTests::testSerialization5|org.jfree.chart.renderer.category.junit.AreaRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.BarRenderer3DTests::testSerialization|org.jfree.chart.renderer.category.junit.BarRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.CategoryStepRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.GanttRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.IntervalBarRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.LayeredBarRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.LevelRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.LineAndShapeRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.LineRenderer3DTests::testSerialization|org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.ScatterRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.StackedAreaRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.StackedBarRenderer3DTests::testSerialization|org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.WaterfallBarRendererTests::testSerialization|org.jfree.chart.renderer.junit.AbstractRendererTests::testSerialization|org.jfree.chart.renderer.junit.DefaultPolarItemRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.CandlestickRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.ClusteredXYBarRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.DeviationRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.HighLowRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests::testSerialization|org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.VectorRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.WindItemRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests::testSerialization|org.jfree.chart.renderer.xy.junit.XYBarRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYBarRendererTests::testSerialization2|org.jfree.chart.renderer.xy.junit.XYBlockRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYBoxAndWhiskerRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYBubbleRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYDifferenceRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYDotRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYErrorRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYErrorRendererTests::testSerialization2|org.jfree.chart.renderer.xy.junit.XYLine3DRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYLineAndShapeRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYShapeRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYSplineRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYStepRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.YIntervalRendererTests::testSerialization,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests::test2947660,False,False,0.0
chart_1f_readResolve__line213_291,major,major_16,False,0,,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests::test2947660,False,False,0.0
chart_1f_readResolve__line213_291,major,major_1,True,3,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.StackedBarRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.StackedXYBarRendererTests::testSerialization,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests::test2947660,False,False,0.0
chart_1f_readResolve__line213_291,major,major_11,True,62,org.jfree.chart.junit.JFreeChartTests::testSerialization3|org.jfree.chart.junit.JFreeChartTests::testSerialization4|org.jfree.chart.labels.junit.ItemLabelPositionTests::testSerialization|org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization|org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization2|org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization4|org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization5|org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests::testSerialization|org.jfree.chart.plot.junit.CombinedDomainXYPlotTests::testSerialization|org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests::testSerialization|org.jfree.chart.plot.junit.CombinedRangeXYPlotTests::testSerialization|org.jfree.chart.plot.junit.XYPlotTests::testSerialization1|org.jfree.chart.plot.junit.XYPlotTests::testSerialization2|org.jfree.chart.plot.junit.XYPlotTests::testSerialization3|org.jfree.chart.plot.junit.XYPlotTests::testSerialization4|org.jfree.chart.plot.junit.XYPlotTests::testSerialization5|org.jfree.chart.renderer.category.junit.AreaRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.BarRenderer3DTests::testSerialization|org.jfree.chart.renderer.category.junit.BarRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.CategoryStepRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.GanttRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.IntervalBarRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.LayeredBarRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.LevelRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.LineAndShapeRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.LineRenderer3DTests::testSerialization|org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.ScatterRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.StackedAreaRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.StackedBarRenderer3DTests::testSerialization|org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests::testSerialization|org.jfree.chart.renderer.category.junit.WaterfallBarRendererTests::testSerialization|org.jfree.chart.renderer.junit.AbstractRendererTests::testSerialization|org.jfree.chart.renderer.junit.DefaultPolarItemRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.CandlestickRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.ClusteredXYBarRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.DeviationRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.HighLowRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests::testSerialization|org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.VectorRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.WindItemRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests::testSerialization|org.jfree.chart.renderer.xy.junit.XYBarRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYBarRendererTests::testSerialization2|org.jfree.chart.renderer.xy.junit.XYBlockRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYBoxAndWhiskerRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYBubbleRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYDifferenceRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYDotRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYErrorRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYErrorRendererTests::testSerialization2|org.jfree.chart.renderer.xy.junit.XYLine3DRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYLineAndShapeRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYShapeRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYSplineRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.XYStepRendererTests::testSerialization|org.jfree.chart.renderer.xy.junit.YIntervalRendererTests::testSerialization,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests::test2947660,False,False,0.0
chart_1f_readResolve__line213_291,major,major_13,False,0,,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests::test2947660,False,False,0.0
chart_1f_readResolve__line213_291,major,major_15,False,0,,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests::test2947660,False,False,0.0
chart_4f_deriveRotationAnchorOffsets__line686_768,major,major_1,True,65,org.jfree.chart.annotations.junit.XYBoxAnnotationTests::testDrawWithNullInfo|org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testDrawWithNullInfo|org.jfree.chart.axis.junit.SubCategoryAxisTests::test2275695|org.jfree.chart.junit.AreaChartTests::testDrawWithNullInfo|org.jfree.chart.junit.BarChart3DTests::testDrawWithNullInfo|org.jfree.chart.junit.BarChartTests::testDrawWithNullInfo|org.jfree.chart.junit.GanttChartTests::testDrawWithNullInfo|org.jfree.chart.junit.GanttChartTests::testDrawWithNullInfo2|org.jfree.chart.junit.LineChart3DTests::testDrawWithNullInfo|org.jfree.chart.junit.LineChartTests::testDrawWithNullInfo|org.jfree.chart.junit.ScatterPlotTests::testDrawWithNullInfo|org.jfree.chart.junit.StackedAreaChartTests::testDrawWithNullInfo|org.jfree.chart.junit.StackedBarChart3DTests::testDrawWithNullInfo|org.jfree.chart.junit.StackedBarChartTests::testDrawWithNullInfo|org.jfree.chart.junit.TimeSeriesChartTests::testDrawWithNullInfo|org.jfree.chart.junit.WaterfallChartTests::testDrawWithNullInfo|org.jfree.chart.junit.XYAreaChartTests::testDrawWithNullInfo|org.jfree.chart.junit.XYBarChartTests::testDrawWithNullInfo|org.jfree.chart.junit.XYLineChartTests::testDrawWithNullInfo|org.jfree.chart.junit.XYStepAreaChartTests::testDrawWithNullInfo|org.jfree.chart.junit.XYStepChartTests::testDrawWithNullInfo|org.jfree.chart.plot.junit.CategoryPlotTests::test1654215|org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization3|org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization4|org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests::testNotification|org.jfree.chart.plot.junit.CombinedDomainXYPlotTests::testNotification|org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests::testNotification|org.jfree.chart.plot.junit.CombinedRangeXYPlotTests::testNotification|org.jfree.chart.plot.junit.FastScatterPlotTests::testDrawWithNullInfo|org.jfree.chart.plot.junit.XYPlotTests::test1654215|org.jfree.chart.plot.junit.XYPlotTests::testDrawRangeGridlines|org.jfree.chart.plot.junit.XYPlotTests::testDrawSeriesWithZeroItems|org.jfree.chart.plot.junit.XYPlotTests::testSerialization3|org.jfree.chart.plot.junit.XYPlotTests::testSerialization4|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testBug1572478Horizontal|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testBug1572478Vertical|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMaxOutlier|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMaxRegular|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMean|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMedian|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMinOutlier|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullMinRegular|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullQ1|org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullQ3|org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.category.junit.IntervalBarRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.category.junit.LayeredBarRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.category.junit.LevelRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationHorizontal|org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationVertical|org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanHorizontal|org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanVertical|org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests::testDrawWithEmptyDataset|org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests::testBug1593156|org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests::testNoDisplayedItem|org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests::testDrawWithNullInfo|org.jfree.chart.renderer.xy.junit.XYAreaRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.xy.junit.XYStepRendererTests::testDrawWithNullInfo|org.jfree.chart.renderer.xy.junit.XYStepRendererTests::testDrawWithNullValue,org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange1|org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange2|org.jfree.chart.axis.junit.NumberAxisTests::testXYAutoRange1|org.jfree.chart.axis.junit.NumberAxisTests::testXYAutoRange2|org.jfree.chart.axis.junit.ValueAxisTests::testAxisMargins|org.jfree.chart.junit.JFreeChartTests::testSerialization4|org.jfree.chart.junit.ScatterPlotTests::testDrawWithNullInfo|org.jfree.chart.junit.ScatterPlotTests::testReplaceDataset|org.jfree.chart.junit.ScatterPlotTests::testSetSeriesToolTipGenerator|org.jfree.chart.junit.TimeSeriesChartTests::testDrawWithNullInfo|org.jfree.chart.junit.TimeSeriesChartTests::testReplaceDataset|org.jfree.chart.junit.TimeSeriesChartTests::testSetSeriesToolTipGenerator|org.jfree.chart.junit.XYAreaChartTests::testDrawWithNullInfo|org.jfree.chart.junit.XYAreaChartTests::testReplaceDataset|org.jfree.chart.junit.XYAreaChartTests::testSetSeriesToolTipGenerator|org.jfree.chart.junit.XYStepAreaChartTests::testDrawWithNullInfo|org.jfree.chart.junit.XYStepAreaChartTests::testReplaceDataset|org.jfree.chart.junit.XYStepAreaChartTests::testSetSeriesToolTipGenerator|org.jfree.chart.junit.XYStepChartTests::testDrawWithNullInfo|org.jfree.chart.junit.XYStepChartTests::testReplaceDataset|org.jfree.chart.junit.XYStepChartTests::testSetSeriesToolTipGenerator|org.jfree.chart.plot.junit.XYPlotTests::testDrawRangeGridlines,False,True,0.15866577
chart_4f_deriveRotationAnchorOffsets__line686_768,major,major_11,False,0,,org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange1|org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange2|org.jfree.chart.axis.junit.NumberAxisTests::testXYAutoRange1|org.jfree.chart.axis.junit.NumberAxisTests::testXYAutoRange2|org.jfree.chart.axis.junit.ValueAxisTests::testAxisMargins|org.jfree.chart.junit.JFreeChartTests::testSerialization4|org.jfree.chart.junit.ScatterPlotTests::testDrawWithNullInfo|org.jfree.chart.junit.ScatterPlotTests::testReplaceDataset|org.jfree.chart.junit.ScatterPlotTests::testSetSeriesToolTipGenerator|org.jfree.chart.junit.TimeSeriesChartTests::testDrawWithNullInfo|org.jfree.chart.junit.TimeSeriesChartTests::testReplaceDataset|org.jfree.chart.junit.TimeSeriesChartTests::testSetSeriesToolTipGenerator|org.jfree.chart.junit.XYAreaChartTests::testDrawWithNullInfo|org.jfree.chart.junit.XYAreaChartTests::testReplaceDataset|org.jfree.chart.junit.XYAreaChartTests::testSetSeriesToolTipGenerator|org.jfree.chart.junit.XYStepAreaChartTests::testDrawWithNullInfo|org.jfree.chart.junit.XYStepAreaChartTests::testReplaceDataset|org.jfree.chart.junit.XYStepAreaChartTests::testSetSeriesToolTipGenerator|org.jfree.chart.junit.XYStepChartTests::testDrawWithNullInfo|org.jfree.chart.junit.XYStepChartTests::testReplaceDataset|org.jfree.chart.junit.XYStepChartTests::testSetSeriesToolTipGenerator|org.jfree.chart.plot.junit.XYPlotTests::testDrawRangeGridlines,False,False,0.0
