mutant_hash,__ZERO_COVERAGE_CONFIRMED__,n_tests_killing,killed
0a71e6382b9e9545a73ee2717b8f262a07c1b0176b5fc424bd35ecc8b04ac373,0,0,0
0aeeced8b9d500d39d79652103e0e7473beebd7b3cfb5341179faed9970d9862,0,0,0
0b6947d4ff7cadb794e4905c031c6f54a78ab869f9f4c77a3c80368a56932c73,0,0,0
13dbfe6c738b1c8b366a8440b950241007fc8d7784f1a7feb5b9d2e2ddebb026,0,0,0
143cf9f77224f8e029a5a9e595a28d5bbb961fe8bab8246d1489cae5933a3d6b,0,0,0
18afc0e7d628c63dcb810a9a085e52622ba5819a45f3b7a33c9f74d5a7739785,0,0,0
21de58d1c87b7ed9af21eed701fc8bd8be57072031aee66ccf09c397a83c260b,0,0,0
3056dc8234b9f6e2d5c2c49b3abb441df7e7d2a721023379d3103df429dc7785,0,0,0
308c9cdcf083d6b59f7681ec885b4bcff4a37d90bc044858cefaac39b16898cc,0,0,0
32b51bdaabf93133598a47c872b78549c3b0570188409044668007597dd7ed8c,0,0,0
34d5c0a9fe4b4bf574ea64742e081544c55ce7f19fed5feea7d6fd0ef3fc2955,0,0,0
39d259fd4bfc2222ec7c198c3a48fe3f169276e61b6de87f05dbbb5d6178b001,0,0,0
3aac1d60b761e5cbba0cab84cd501c569e1db7959331f935bef768faed2e3f2c,0,0,0
497450ebb17966e34e134da7921af202d42719d0cc772483ed95cdc13254f227,0,0,0
4d1aaf1020476e482636f341494f55fd9d6868a5bd5bad0140f671f3b93c382b,0,0,0
5a0d66b88c8bdc21d0189baee5fa91e5cc53b5a3b4f80cba9bad186579c453e4,0,0,0
5f93cc2f11bf94399090d5be315cefdf9c36ef90cfc64d5f7839e1ae0b461cfb,0,0,0
6399cbe59c96ac1084d6b765b4b75d43eaf7ed87614e2fbdd465b4e906cef9c0,0,0,0
6e3ebe389751e2d8fa8c7ef34ba7b71bffb9c17db3c262a4248f30ca52a1d76b,0,0,0
70627adfdc04ca81e45bc92755139f887f55fd39919056134bbbdb2cfaff174d,0,0,0
725bc274a2eb19dd61af84a2f70872a1b4f49022cdfb673cd4df728b901235ee,0,0,0
7337982e8f60963a13c803f5ae22e51ed9a452751db6c842d7b6ec9bfb48cb9d,0,0,0
81c47188fb1fdd4fd850c799ab435f82c848badec6b2b168f95b9a46b8c8a3b2,0,0,0
9ce047a16e01623fc0ae8a4beda5d7ab9895b333f88c0052d382c9f9dd547a14,0,0,0
a3230983ec367adf78a822c5b9c2f822903f17cdd842bb3abd47214bad281e16,0,0,0
a74ce5e69d7e50788404c4680bb55e5a96e118e958c0215f95c05a80e6119dd4,0,0,0
af3e786b5e8c9e06808b7c0be18abe53b61126a5d6e4079ed71b32daa68cd1a0,0,0,0
ba984a855df7592b60a2997e3936d9384ed0d54d0bc8e1fa7132e486097b4260,0,0,0
bdd6cf838ce3dfc1dd11079b522405be96356c18a8efb50da4832893f1308f00,0,0,0
c0b99ba8fc880984c6c4fdd301d1e3565b5bced12d7a20b46849c7f274fefe7d,0,0,0
c4e68cd9a68e6a64bf255885fd8f1ca208f3d4a9968487894b26d05f42a2e1b2,0,0,0
ccc60855cf1e43ebc1c39086f905046b35b60678ece30f0b2b925f729ce4f409,0,0,0
cf9a3d551920459e8e8a0a7618e8e8774e4caa2b1e0238fae184461a6606fbf2,0,0,0
da6953299a996aeda957c3700a5f93545574897aae89d8716f1874eeec1cc237,0,0,0
e35b593adeb3f5164f2d4ef2522e0bb187937a99406d78129edb05edad27e058,0,0,0
e38d0e87b096aad853c56cc7b6df1ff8bda64d2a596cdb20fdc24c932e4708c5,0,0,0
e5c8812ad7a01108f753fc722dfd9e4655e3b3169a1ea2c3f5248c233a6c5b3e,0,0,0
e79f9031b0432567ce3620cccdab9663da05f13b42f6d4ffcd9b6d52e24071e0,0,0,0
eace5137161a9d1d030efc53bb4b215680553a1eb91dedfc1363f7a582b6059c,0,0,0
f35f24cda00f51a52193aa6d7160c8954412f82b6c3b2578196441a2d09a2bf7,0,0,0
