mutant_hash,__ZERO_COVERAGE_CONFIRMED__,n_tests_killing,killed
06d61f1cf1579811fcc18e3cd2a23d0edd1531f3a46da35fb861cf7191f0e98f,0,0,0
31c542b5c51624fd1f5fde3c8ac068e748e66d493c54dae5cb9db3f10f5cf729,0,0,0
54e39d5f885a85961e6503c419af68e5d752306626ea5223010fb2df779bd3d4,0,0,0
54ea1eab2f0fad3111042582d63204021d5ab6bd49c03977e68c6f1543242779,0,0,0
5aa551e5ae7b3f30d63e2a7f1e33f84d40455d69c8de2b42ac33df274d8fb193,0,0,0
789df056bb0d00775d234e2571a5a9265b3b0cb046884e9e34d398e0265887d1,0,0,0
7fc4ef535621a3f3bd2e42e5318c01ab45d1349aac768732d0915e9f1bf796c7,0,0,0
81bad463483d2068a0b24a010638c3c5f35a9525355e40506ad175fb622f84f0,0,0,0
92f9ced18fe17e5bf1b08242c3024f5b9ba163ca53653b385d897994ffada58a,0,0,0
9a988ed92ef19fbddc7eeb45dfa4d04f6290e9557a4485129988a41b30566988,0,0,0
a1107d3619b52ed16005fdf65afe70c3e04fae4c8bda43a9ce9c9193245a83a8,0,0,0
c20bcff66a23bb5a649c8ce182623fb680dbe6c26c9643156f5b11b3f3939f14,0,0,0
ce4303c3963866aab557d88db42247641489f8066be55645147e3401b7110bf3,0,0,0
da338a2b16598c870c869cb26148255d528afe283887694b73ead18e11567da2,0,0,0
eddbb9891d9917037c75e00d5506508d55c538b9ccf9bc077ce1c83052f9d4e2,0,0,0
f2f1c55e015d4f80fb1d3225502e66f031b292e90231fd707f8575b4ca2431e1,0,0,0
