mutant_hash,__ZERO_COVERAGE_CONFIRMED__,n_tests_killing,killed
06520185c8103af28b41552f2f8c738d9cd7d7b1c1e8e9d43b8816c01cde2a62,0,0,0
0f77591246556ec25682b5c14e7ae88d805bbc99d91cc83aaa5dbcad3df03b04,0,0,0
0feb480bb158605fb7a25c90aed874f5337bdf5c8073a6cf5691c2cbc9fb83d1,0,0,0
116c1d05c53b6af01d96aae9868b3610df4d27f470c1d9c95748112d70812bbe,0,0,0
16a2863b5d423e72b2aeb55d000ac501ec67ae51255c3548f76ba074ba619e9b,0,0,0
1702a039717ca60a632e5a55b31340e37731c806162afd3463632d8c19c5e35f,0,0,0
22d4d57ddaca53cd27271f55ffcae62e57384b6a38ada37e2070a409798faf07,0,0,0
2899ff9de82b9d1137884d07c0c734e4e8a3c9ec9f8c6f0bb83ca17839f96622,0,0,0
2a5447144ade0b24db528414ae92bac627ae98d46d65c8adcd0132653ac19cac,0,0,0
49317c0aa206a08dce7abecf39a8fb0cbb5eb57c1498889439d99090508ff68e,0,0,0
53ee9d553ad42a0b677db5d72c417502bedb78eb53691eb4a1499a326a8b51bc,0,0,0
54094409882e189b800fe9f531583e74f91369e1ec45c730f7a2556cde315b2f,0,0,0
56f6f6b21eae2b27463f17bf28dbdb5643ccf1bb2e89a2b423b5602f60da669d,0,0,0
598590f858822b2d25ea0abb965eaf73fd96a54963804be663d5701c2358e5d8,0,0,0
61fe8c0a0cbc7a7b436574e31b4bde9920c9d7864abb8423aae887385578681c,0,0,0
624070d91ea069cb60aa3ed2318740f098a9ab7ced6bbd0e37b370953ea8b1c6,0,0,0
6381f881f1fb32f0ce3c323fbafea8a7e3d7f59aeead25b900c7382950e38c00,0,0,0
65776d3c9f9f23acda071863690bc2cb9f1c98d01fd35a03303431725e30c364,0,0,0
679ecb8ea11395ef8ba5543ed165318a8a153322a372dc3670559f0ac6c294c8,0,0,0
6d7b997f2e1b0b476bff8eea0e1ecaa7c9e70b8cc0b709b571a68309f4e18ce8,0,0,0
86e07bffb9836693ace1b02017c5108f673d492374dc954f8a9c7dcebc124e07,0,0,0
8c9eb8705e4fe93ac63ccc03d2a8da874878912f871bda94ca0c036cafbad6f3,0,0,0
97402f5b75966d1a44dcc1e75de8157797a38d9a60ecaecf14514b2e708c2e06,0,0,0
9d580c19b79e8b9dc0563fb08d91913f9ea261f19dbc761190c35125746d88b8,0,0,0
a355b5c9948301abced56a94b7916f0932c6828e9e4f3e3443c300a5263ca105,0,0,0
a374c3ed474f9e05896002e7312e00a6fd728e7b42fb2de6d060dcf532bda2b4,0,0,0
a9474bb6c8082700a878cb904cda1cd86d01cc06a4fde5144b17228036f00644,0,0,0
b9a0e641a4b380b35d48d3cbd94e5654739ab822a0f38d1d3d49b3a9cc4c2a40,0,0,0
be7f72c9fbbf5bd12832f50c1c0bb539ab2811f13eaf598209374d18d986b85d,0,0,0
beae6cf7ce9c25e2a8f77265bb900c2e39cf917440265f1e00dbaabf324bfa25,0,0,0
cf2fa01df90b0488ea56fdfb2e1062a6068dc77f18bcc345221c73fd7ebca0a5,0,0,0
e1458f75ed19130fd78fb19f9097b597ddf380796fa9ac468f3549dbf0b02981,0,0,0
ffceff002e4d6001a3891930cb7df07e7a2b53c406b498c00247784d16407197,0,0,0
