mutant_hash,__ZERO_COVERAGE_CONFIRMED__,n_tests_killing,killed
0805109a17d0c9f840a0f9550fdc91e65adc400d71e32b1b330650364ebdee04,0,0,0
0c999905c3245503fed2c4a39d58c58fb59b707eeda81c6c4489c59d0488d3c4,0,0,0
23e2ff3467178fd18508596948c33d7e97fd587d435a072da07c38dec9bc88b8,0,0,0
2446606881866c52ee33beb819d483b001a5927df2f27b986bfbbdd534a95d47,0,0,0
3080aaa4df70b6f818c829aa0d573e0ed0c5ab162878e2469875c46900fb93fa,0,0,0
37185f78e38ca0744b07ecaa37e344862a3624d190d38dea1a7bc9da2a1afde2,0,0,0
39346988fce06f9353555de5345baca8b46498c7b73932dd9aeaa742dbed0b7b,0,0,0
3f6d613b6a434d49f75a44c20a367da65ebc59dba14b77308fa36357415ae26c,0,0,0
48f7920a2acbe5c2a888f83dde1b24b45c1cda9dca6d46960de5dd6e9024589a,0,0,0
69c6e9e391b6b626d241ab0f0a23d835d520956e784f08f0da66e8894e65f85e,0,0,0
6ab6630c6bf8e0c529db62bb056e094a9a8d8de82d9522c4e86500e09ba3ffa7,0,0,0
72030559b771282f6206d5b914e237b58fd6746f1a552d3b8ae6d09256f4560c,0,0,0
7760a92c886d0e8d6ca68a0a5bc97b41b1ea1db85c0d9297e4ee33a9abb97ba1,0,0,0
7989e7724914647aa0fc4a44866fe4ffd338b71049729d648f198ecb3b3fac23,0,0,0
8e30a02cd8c0635234c6e1aa32c640868e50e77ffebf1929bfeffa0b0f0ff358,0,0,0
9203ee31f6e632c73e839a0a872378fe8f5f506374846c8fc85b5c854dc3873c,0,0,0
939fae707d6dedee0529eb89f3a475688471d0ba3fa61fb0b267e8302b207d82,0,0,0
9b3c15f93077d8258e546bd07b55d38c17caeae560f5289d42a51abc9385f6b0,0,0,0
a174143f6bcd8e590d3945dd94454d369928989bd82b403f3218502f81d94769,0,0,0
a58a4ff587fce11a24f14cbc589eda1ad1ca82d7710e8c3b6c64bc7a6f3e4336,0,0,0
b6f9d73cec700c46a681995ce405aaa4b2e4b717d31148be637b92c64f02541c,0,0,0
b7ba005e0e174a0a61f37ab9e8ae81b682afdf7573db5bbb531a542a03e9a7a8,0,0,0
c2e742ddc4acfa95acd3852e7568597f769c9342d8ce1361d1eb27eee4f4bceb,0,0,0
c79bf4726070f3eab1b6e7db16e2bba3fef79f08c5a3b9a436d7e7bd003b420a,0,0,0
cd038e796d79501c759f6fda8c98fe93f2359addf829fa2ed72f147ea8b9fbad,0,0,0
d1377f8563633aefb72375faaaa494364195748dac7c395dd8cda9db533c6ce6,0,0,0
d1b8e088121ef2dbe6730ed8c879c1abc57815860fe39dc1eb09f043fde77c39,0,0,0
de7a4c2517f580c07cfa1ade783f12cbc3b8bcd97d59172fc3369400405cbfa2,0,0,0
e0b081f85cac386312a37f5a4f946dc86bacc09843b13acb9dd01d01e6c475eb,0,0,0
e2d78df5617010508074057cd0a79c4b0486db78c88e940b88de8ac542f33be5,0,0,0
e8d40ab8ecdad6913fe7211fa3f3fb7287223357e38d413044eb25f5d13f4b3b,0,0,0
f665e84272746a9a5fff7d2455a27c3fc51885c1e6ef64bdabf98f4701ec4140,0,0,0
f7478eb163ae48ff8b66dd6170f5ee9967a51c5713f1a45533ddfe217a87de23,0,0,0
fe552962a1c6ebd7a51fa899f0d67dc3493128b84629d07dcf766a82c55f3e1e,0,0,0
feeee54ed3c9a709305bcb62ff54620ea2c2ec8b3db8dd919495e0d3fe4b486f,0,0,0
