mutant_hash,__ZERO_COVERAGE_CONFIRMED__,n_tests_killing,killed
11b3c5190e9d306645e09af83294e73934d812ebad0aeb3f2a216352be609f18,0,0,0
14f6ec07715b95f6bc22396803c997db268e60659c5e58ebcc631fad1892a286,0,0,0
15af92f547b4e346cf46aac6a15cd02a87b021806f74ed31c77c41dafeb030c0,0,0,0
1ec2ed8b66232fbdc4053d7c6321d447f9ee58aff9f60dfc02e46113a7fd35e5,0,0,0
242edbb8041256ca5f52f1ea91118e88a405f6d8f8e5ac8e2732a72239b55060,0,0,0
25a047b2de3e60ca8fa5705442f3a939a0ca18aac38e0af119d4c6e4bc399dd4,0,0,0
2f52af53c27de20aa375ede6d213f4a939eb7b276126cdbbd5ce2be384a633ef,0,0,0
35aefe2226807b28e4f6a6551d1862538ae33d27197bf5dc42ed025fdc02be0d,0,0,0
36fe707ce5e41cd1ed51bed98bd4f95a335da5652758c99b48438a4d5c2a8008,0,0,0
3c70e182ed808b4f82f4d5ceed4a5cde590ac288a5c39ebec27ea12c4fea3cf2,0,0,0
41e069696cc2c9f3fd37581d7634df4c06b60f53b82298737a53270d14c03651,0,0,0
630213fa2f89f93fdc67079ef9b2768978d5c2011ea318e41dbbe9014f459885,0,0,0
6b58e8ed565161f4d21ae6fa57b2b103b80dd60c6bc9b0c55feb70fb03f1a827,0,0,0
7d57a909be800c1db80f7a689f09224cf002e87e5dd342621c7712370a745baa,0,0,0
7faf0d5c0b0c5ac48aff81837a5b353e8cde75d25af41847a373f9c17d625e61,0,0,0
8a7592af15aeafe4f1b6e9f13ae442b479efab15e48319a6cdc3c4d09a563c24,0,0,0
8cf626db101944c4c97fcec08ca1f11594826872a36d8fae2ad62cc543ba8a89,0,0,0
92d66e9eaa378244da6cd39f5c13b87f56ab741681d54653ad1dc966bb8302b5,0,0,0
960f8f1187596065c98e4aff06afb45eac1810c381c13628473f0ddb01890e4c,0,0,0
a9bc6b80f109dae14fdfa21f1a85d2746f4a0f8e85e503868dc1567b7e495235,0,0,0
afed97e8f18fb93806130b9808b44313c56b30a7426e80013752e61f73fe18b5,0,0,0
b39980565253ebda179b3b04a8b06af2492aca80eaa0ae54fe38373b66b41c84,0,0,0
bcfd9f9d8134380d07b0228d02b51e75c3869c430688b7d85bad032b843ac01b,0,0,0
c7f80d1be98715b18c01d5b74b9342d0e1b154999617673d81fd967d49ad61d0,0,0,0
cb3154365cf0cd15acb24a44ef38649a55f85948d81be3da20088233f92d0b8a,0,0,0
ce06202a2d02cf059f048c54e1188c7608a740da5e8c412f61277656f34ec0df,0,0,0
d37f9ab52ff641504e584527d505235e5f2b2cb11fe45a512e51a81af62f0872,0,0,0
df73896859cc60dd44321f1f4f763f7f720ccee4ce92fac936db28919b837161,0,0,0
