mutant_hash,__ZERO_COVERAGE_CONFIRMED__,n_tests_killing,killed
16150b3276788528d8db6cb6bdfd320e337cfe91e0dcfec5d8a3dc090b43c1f1,0,0,0
1873dba8e95af27ee00a622a3fc360fdbab87767225be17ca7b82ad14386745d,0,0,0
1e914b19c4e299e68ff8b5dc80b2b6c811eb42856bd75a8799dc415f76529112,0,0,0
283b0170f2488bc82cabcc082004f1e76a41be73f5838f851816744494a1f1fd,0,0,0
346e16fd1ebca8acda1ff4d20ca3f48400128463c41b4018313dfbca1f6eb307,0,0,0
9c87babe973b9aaf1edc84b70cc0786ac7f31f9650e228c020e1df7132464e10,0,0,0
b40ed75f970c8d4c5e1e5ccc2f8061f8268af72e2bc2193bd4bcedb4639001cb,0,0,0
d65d2aac628c361898c283bea2fa395e3fb289eaeed146800ca3e70fcebac887,0,0,0
dab5cc689facc4228737e10933d4153422dcd93d76616684233fcd34012547ef,0,0,0
e3c2666c19b91ef6f75f13faa624a6751ab8aa68a1ac3e3e84d79d2e110d3647,0,0,0
eb99ef055e60f43842d2aa9b0bc0d4ed1303a3574b59140cd4e624bf7cab4b0c,0,0,0
f203d09e61a3c34b1a53d79b5850daa27a16d1caa92148651633210f4d410978,0,0,0
