run_name,run_dir,created_at_utc,started_at_utc,completed_at_utc,run_mode,run_status,failure_reason,failure_message,dataset,subject_id,version,target_id,target_id_meta,batch_id,run_group_id,run_index_for_target,runs_per_target,function_name,file_path,start_line,end_line,language,experiment_name,mutant_source,model_name,model_provider,prompt_name,prompt_version,temperature,n_requested_mutants,n_accepted_mutants,n_rejected_mutants,acceptance_rate,rej_duplicate_mutant,rej_unchanged_mutant,rej_non_executable_change,rej_non_executable_structural_change,rej_precode_not_found,rej_ambiguous_precode_match,generation_mode,dataset_split,missing_target_tests_policy,target_test_coverage_status,eligible_test_count,target_tests_csv_path,parsed_mutants_integrity,loaded_mutant_count,recovered_mutant_count,missing_mutant_count,notes,requested_mutant_count,indexed_input_row_count,indexed_used_row_count,deduplicated,total_mutants,build_successes,executable_mutants,killed_mutants,survived_mutants,baseline_failures,build_success_rate,executable_yield,mutation_score,parse_failed,parse_error_message,rej_invalid_json_response,indexed_rejected_artifact_count,target_run_count,new_mutants_for_target_in_run,repeated_mutants_from_prior_runs,cumulative_unique_mutants_for_target
batch01__Cli_1__appendOption__cli_1f_appendOption_line530,harness/executions/runs/batch01__Cli_1__appendOption__cli_1f_appendOption_line530,2026-04-14T09:37:19.195984+00:00,2026-05-03T02:40:02.636683+00:00,2026-05-03T02:40:49.753687+00:00,overwrite,ok,,,defects4j,Cli_1,f,cli_1f_appendOption__line530_559,cli_1f_appendOption__line530_559,batch01,,1,,appendOption,src/java/org/apache/commons/cli/HelpFormatter.java,530,559,java,batch01__Cli_1__appendOption__cli_1f_appendOption_line530,llm,codestral:22b,ollama,line_edit_prompt_v1,file_based,0.2,8,8,0,1.0,0,0,0,0,0,0,batch_once,,report_and_skip,mapped,2,harness/datasets/coverage/catalogs/defects4j_pilot_catalog/target_tests.csv,ok,8,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,8,8,8,True,8,8,8,3,5,0,1.0,1.0,0.375,False,,0,0,10,8,0,8
batch01__Cli_1__burstToken__cli_1f_burstToken_line278,harness/executions/runs/batch01__Cli_1__burstToken__cli_1f_burstToken_line278,2026-04-14T09:54:02.320661+00:00,2026-05-03T02:43:44.180968+00:00,2026-05-03T02:44:32.340361+00:00,overwrite,ok,,,defects4j,Cli_1,f,cli_1f_burstToken__line278_308,cli_1f_burstToken__line278_308,batch01,,1,,burstToken,src/java/org/apache/commons/cli/PosixParser.java,278,308,java,batch01__Cli_1__burstToken__cli_1f_burstToken_line278,llm,codestral:22b,ollama,line_edit_prompt_v1,file_based,0.2,8,8,0,1.0,0,0,0,0,0,0,batch_once,,report_and_skip,mapped,14,harness/datasets/coverage/catalogs/defects4j_pilot_catalog/target_tests.csv,ok,8,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,8,8,8,True,8,8,8,6,2,0,1.0,1.0,0.75,False,,0,0,10,8,0,8
batch01__Cli_1__createValue__cli_1f_createValue_line61,harness/executions/runs/batch01__Cli_1__createValue__cli_1f_createValue_line61,2026-04-14T09:56:59.628208+00:00,2026-05-03T02:44:32.972801+00:00,2026-05-03T02:45:20.879773+00:00,overwrite,ok,,,defects4j,Cli_1,f,cli_1f_createValue__line61_103,cli_1f_createValue__line61_103,batch01,,1,,createValue,src/java/org/apache/commons/cli/TypeHandler.java,61,103,java,batch01__Cli_1__createValue__cli_1f_createValue_line61,llm,codestral:22b,ollama,line_edit_prompt_v1,file_based,0.2,8,8,0,1.0,0,0,0,0,0,0,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_pilot_catalog/target_tests.csv,ok,8,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,8,8,8,True,8,8,8,6,2,0,1.0,1.0,0.75,False,,0,0,10,8,0,8
batch01__Cli_1__equals__cli_1f_equals_line600,harness/executions/runs/batch01__Cli_1__equals__cli_1f_equals_line600,2026-04-14T09:43:21.206404+00:00,2026-05-03T02:41:27.761123+00:00,2026-05-03T02:42:14.795710+00:00,overwrite,ok,,,defects4j,Cli_1,f,cli_1f_equals__line600_624,cli_1f_equals__line600_624,batch01,,1,,equals,src/java/org/apache/commons/cli/Option.java,600,624,java,batch01__Cli_1__equals__cli_1f_equals_line600,llm,codestral:22b,ollama,line_edit_prompt_v1,file_based,0.2,8,7,1,0.875,0,0,0,0,0,0,batch_once,,report_and_skip,mapped,3,harness/datasets/coverage/catalogs/defects4j_pilot_catalog/target_tests.csv,ok,7,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,7,7,7,True,7,7,7,0,7,0,1.0,1.0,0.0,False,,0,1,10,7,0,7
batch01__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,harness/executions/runs/batch01__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,2026-04-14T09:40:47.465299+00:00,2026-05-03T02:40:50.150783+00:00,2026-05-03T02:41:27.328791+00:00,overwrite,ok,,,defects4j,Cli_1,f,cli_1f_findWrapPos__line789_833,cli_1f_findWrapPos__line789_833,batch01,,1,,findWrapPos,src/java/org/apache/commons/cli/HelpFormatter.java,789,833,java,batch01__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,llm,codestral:22b,ollama,line_edit_prompt_v1,file_based,0.2,8,5,3,0.625,0,0,0,3,0,0,batch_once,,report_and_skip,mapped,7,harness/datasets/coverage/catalogs/defects4j_pilot_catalog/target_tests.csv,ok,5,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,5,5,5,True,5,5,5,4,1,0,1.0,1.0,0.8,False,,0,3,10,5,0,5
batch01__Cli_1__isValueCode__cli_1f_isValueCode_line136,harness/executions/runs/batch01__Cli_1__isValueCode__cli_1f_isValueCode_line136,2026-04-14T09:53:04.559950+00:00,2026-05-03T02:43:43.482237+00:00,2026-05-03T02:43:44.077135+00:00,overwrite,failure,ValueError,No generated mutants found for execute_only mode in harness/executions/runs/batch01__Cli_1__isValueCode__cli_1f_isValueCode_line136/generation,defects4j,Cli_1,f,cli_1f_isValueCode__line136_146,cli_1f_isValueCode__line136_146,batch01,,1,,isValueCode,src/java/org/apache/commons/cli/PatternOptionBuilder.java,136,146,java,batch01__Cli_1__isValueCode__cli_1f_isValueCode_line136,llm,codestral:22b,ollama,line_edit_prompt_v1,file_based,0.2,8,0,8,0.0,0,0,0,0,0,0,batch_once,,report_and_skip,,,,ok,0,0,0,No generated mutants found for execute_only mode in harness/executions/runs/batch01__Cli_1__isValueCode__cli_1f_isValueCode_line136/generation,0,,,,,,,,,,,,,True,Failed to parse extracted JSON object: Invalid \escape: line 43 column 51 (char 2642),1,0,10,0,0,0
batch01__Cli_1__option__cli_1f_option_line48,harness/executions/runs/batch01__Cli_1__option__cli_1f_option_line48,2026-04-14T10:00:12.647299+00:00,2026-05-03T02:45:21.506982+00:00,2026-05-03T02:45:24.306192+00:00,overwrite,no_coverage,no_mapped_target_tests,No mapped target tests found in harness/datasets/coverage/catalogs/defects4j_pilot_catalog/target_tests.csv for target cli_1f_option__line48,defects4j,Cli_1,f,cli_1f_option__line48,cli_1f_option__line48,batch01,,1,,option,CLI2Converter.java,48,94,java,batch01__Cli_1__option__cli_1f_option_line48,llm,codestral:22b,ollama,line_edit_prompt_v1,file_based,0.2,8,8,0,1.0,0,0,0,0,0,0,batch_once,,report_and_skip,no_coverage,0,harness/datasets/coverage/catalogs/defects4j_pilot_catalog/target_tests.csv,ok,8,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,8,,,,,,,,,,,,,False,,0,0,10,0,0,0
batch01__Cli_1__processArgs__cli_1f_processArgs_line314,harness/executions/runs/batch01__Cli_1__processArgs__cli_1f_processArgs_line314,2026-04-14T09:46:27.500761+00:00,2026-05-03T02:42:15.395563+00:00,2026-05-03T02:43:02.915293+00:00,overwrite,ok,,,defects4j,Cli_1,f,cli_1f_processArgs__line314_346,cli_1f_processArgs__line314_346,batch01,,1,,processArgs,src/java/org/apache/commons/cli/Parser.java,314,346,java,batch01__Cli_1__processArgs__cli_1f_processArgs_line314,llm,codestral:22b,ollama,line_edit_prompt_v1,file_based,0.2,8,8,0,1.0,0,0,0,0,0,0,batch_once,,report_and_skip,mapped,51,harness/datasets/coverage/catalogs/defects4j_pilot_catalog/target_tests.csv,ok,8,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,8,8,8,True,8,7,7,7,0,0,0.875,0.875,1.0,False,,0,0,10,8,0,8
batch01__Cli_1__processProperties__cli_1f_processProperties_line228,harness/executions/runs/batch01__Cli_1__processProperties__cli_1f_processProperties_line228,2026-04-14T09:49:36.646989+00:00,2026-05-03T02:43:03.464558+00:00,2026-05-03T02:43:43.033724+00:00,overwrite,ok,,,defects4j,Cli_1,f,cli_1f_processProperties__line228_273,cli_1f_processProperties__line228_273,batch01,,1,,processProperties,src/java/org/apache/commons/cli/Parser.java,228,273,java,batch01__Cli_1__processProperties__cli_1f_processProperties_line228,llm,codestral:22b,ollama,line_edit_prompt_v1,file_based,0.2,8,6,2,0.75,0,0,0,1,0,0,batch_once,,report_and_skip,mapped,67,harness/datasets/coverage/catalogs/defects4j_pilot_catalog/target_tests.csv,ok,6,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,6,6,6,True,6,6,6,6,0,0,1.0,1.0,1.0,False,,0,2,10,6,0,6
batch01__Cli_1__validateOption__cli_1f_validateOption_line40,harness/executions/runs/batch01__Cli_1__validateOption__cli_1f_validateOption_line40,2026-04-14T10:03:00.415073+00:00,2026-05-03T02:45:25.115831+00:00,2026-05-03T02:46:03.941727+00:00,overwrite,ok,,,defects4j,Cli_1,f,cli_1f_validateOption__line40_76,cli_1f_validateOption__line40_76,batch01,,1,,validateOption,src/java/org/apache/commons/cli/OptionValidator.java,40,76,java,batch01__Cli_1__validateOption__cli_1f_validateOption_line40,llm,codestral:22b,ollama,line_edit_prompt_v1,file_based,0.2,8,7,1,0.875,0,0,0,0,0,0,batch_once,,report_and_skip,mapped,90,harness/datasets/coverage/catalogs/defects4j_pilot_catalog/target_tests.csv,ok,7,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,7,7,7,True,7,5,5,5,0,0,0.7142857142857143,0.7142857142857143,1.0,False,,0,1,10,7,0,7
