batch_id,run_name,dataset,project,subject,version,target_id,function,run_status,failure_reason,requested_mutants,accepted_mutants,rejected_mutants,acceptance_rate,executed_total_mutants,build_successes,build_success_rate,executable_mutants,executable_yield,killed_mutants,survived_mutants,mutation_score,top_rejection_reason,top_rejection_count
batch08,batch08__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287,defects4j,Lang,Lang_1,f,lang_1f_arrayMemberEquals__line287_316,arrayMemberEquals,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Lang_1__equals__lang_1f_equals_line122,defects4j,Lang,Lang_1,f,lang_1f_equals__line122_153,equals,ok,,8,1,0,0.125,1,1,1.0,1,1.0,1,0,1.0,,0
batch08,batch08__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687,defects4j,Lang,Lang_1,f,lang_1f_lastIndexOf__line1687_1710,lastIndexOf,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Lang_1__toMap__lang_1f_toMap_line234,defects4j,Lang,Lang_1,f,lang_1f_toMap__line234_259,toMap,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Lang_1__add__lang_1f_add_line173,defects4j,Lang,Lang_1,f,lang_1f_add__line173_200,add,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Lang_1__containsAny__lang_1f_containsAny_line1515,defects4j,Lang,Lang_1,f,lang_1f_containsAny__line1515_1543,containsAny,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Lang_1__containsNone__lang_1f_containsNone_line1771,defects4j,Lang,Lang_1,f,lang_1f_containsNone__line1771_1799,containsNone,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Lang_1__append__lang_1f_append_line821,defects4j,Lang,Lang_1,f,lang_1f_append__line821_854,append,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
batch08,batch08__Lang_1__pow__lang_1f_pow_line546,defects4j,Lang,Lang_1,f,lang_1f_pow__line546_564,pow,failure,ValueError,8,0,4,0.0,0,0,0.0,0,0.0,0,0,0.0,missing_or_invalid_line,4
batch08,batch08__Lang_1__createBigInteger__lang_1f_createBigInteger_line723,defects4j,Lang,Lang_1,f,lang_1f_createBigInteger__line723_747,createBigInteger,failure,ValueError,8,0,8,0.0,0,0,0.0,0,0.0,0,0,0.0,,0
