target_id,model_name,mutant_id,test_name
gzip_2009_08_16_huft_build__line292_495,mull,cxx_add_to_sub:/experiment/src/inflate.c:411:20,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_add_to_sub:/experiment/src/inflate.c:418:40,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_add_to_sub:/experiment/src/inflate.c:433:43,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_add_to_sub:/experiment/src/inflate.c:433:43,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_eq_to_ne:/experiment/src/inflate.c:336:12,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_eq_to_ne:/experiment/src/inflate.c:336:12,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_eq_to_ne:/experiment/src/inflate.c:433:70,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_eq_to_ne:/experiment/src/inflate.c:433:70,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_ge_to_lt:/experiment/src/inflate.c:459:13,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_gt_to_ge:/experiment/src/inflate.c:411:16,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_gt_to_le:/experiment/src/inflate.c:363:19,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_gt_to_le:/experiment/src/inflate.c:411:16,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_gt_to_le:/experiment/src/inflate.c:411:16,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_gt_to_le:/experiment/src/inflate.c:418:36,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_le_to_gt:/experiment/src/inflate.c:404:12,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_le_to_gt:/experiment/src/inflate.c:404:12,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_le_to_gt:/experiment/src/inflate.c:425:22,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_le_to_lt:/experiment/src/inflate.c:404:12,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_le_to_lt:/experiment/src/inflate.c:404:12,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:357:19,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:369:22,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:370:21,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:372:19,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:390:16,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:422:10,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:423:17,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:461:19,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:461:19,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:463:24,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_ge:/experiment/src/inflate.c:475:26,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:369:22,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:372:19,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:390:16,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:390:16,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:461:19,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:463:24,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:475:26,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_lt_to_le:/experiment/src/inflate.c:475:26,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_minus_to_noop:/experiment/src/inflate.c:398:7,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_minus_to_noop:/experiment/src/inflate.c:398:7,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_mul_to_div:/experiment/src/inflate.c:433:47,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_mul_to_div:/experiment/src/inflate.c:433:47,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_ne_to_eq:/experiment/src/inflate.c:388:20,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_ne_to_eq:/experiment/src/inflate.c:484:35,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_ne_to_eq:/experiment/src/inflate.c:494:12,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:333:10,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:333:10,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:353:27,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:369:28,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:389:13,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:404:19,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:404:19,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:413:10,n1
gzip_2009_08_16_huft_build__line292_495,mull,cxx_post_inc_to_post_dec:/experiment/src/inflate.c:413:10,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_pre_inc_to_pre_dec:/experiment/src/inflate.c:390:12,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_pre_inc_to_pre_dec:/experiment/src/inflate.c:423:13,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:469:25,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:470:24,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:479:24,p2
gzip_2009_08_16_huft_build__line292_495,mull,cxx_sub_to_add:/experiment/src/inflate.c:484:29,p2
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_lt_to_ge:/experiment/src/gzip.c:656:13,n1
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_lt_to_ge:/experiment/src/gzip.c:674:13,n1
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_lt_to_le:/experiment/src/gzip.c:656:13,n1
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_lt_to_le:/experiment/src/gzip.c:674:13,n1
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_ne_to_eq:/experiment/src/gzip.c:640:40,n1
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_ne_to_eq:/experiment/src/gzip.c:640:40,p3
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_ne_to_eq:/experiment/src/gzip.c:668:45,n1
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_sub_to_add:/experiment/src/gzip.c:683:28,n1
gzip_2009_09_26_treat_stdin__line606_692,mull,cxx_sub_to_add:/experiment/src/gzip.c:683:39,n1
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_add_to_sub:/experiment/src/gzip.c:1362:32,n1
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_add_to_sub:/experiment/src/gzip.c:1376:27,n1
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1278:38,n1
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1278:38,p1
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1278:38,p2
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1278:38,p3
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1279:45,n1
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1279:45,p1
gzip_2009_10_09_get_method__line1251_1436,mull,cxx_eq_to_ne:/experiment/src/gzip.c:1356:16,n1
