target_id,subject,function,file,start_line,end_line,status,mmlc_returncode,checkout_returncode,compile_returncode,generated_mutants,mutants_log_count,mmlc_elapsed_sec,checkout_elapsed_sec,compile_elapsed_sec,total_elapsed_sec,target_dir,summary_json,log_file
chart_6f_calculateLabelAnchorPoint__line899_999,Chart_6,calculateLabelAnchorPoint,source/org/jfree/chart/renderer/category/BarRenderer.java,899,999,ok,0,0,0,0,0,1.297,5.554,52.555,61.058,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_6f_calculateLabelAnchorPoint__line899_999,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_6f_calculateLabelAnchorPoint__line899_999/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_6f_calculateLabelAnchorPoint__line899_999/run.log
chart_1f_readResolve__line213_291,Chart_1,readResolve,source/org/jfree/chart/labels/ItemLabelAnchor.java,213,291,ok,0,0,0,76,76,1.105,5.068,57.52,66.022,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_1f_readResolve__line213_291,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_1f_readResolve__line213_291/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_1f_readResolve__line213_291/run.log
chart_4f_deriveRotationAnchorOffsets__line686_768,Chart_4,deriveRotationAnchorOffsets,source/org/jfree/chart/text/TextUtilities.java,686,768,ok,0,0,0,0,0,1.317,4.528,54.159,61.756,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_4f_deriveRotationAnchorOffsets__line686_768,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_4f_deriveRotationAnchorOffsets__line686_768/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_4f_deriveRotationAnchorOffsets__line686_768/run.log
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,Chart_4,deriveTextBoundsAnchorOffsets,source/org/jfree/chart/text/TextUtilities.java,599,673,ok,0,0,0,0,0,1.334,4.512,57.965,65.59,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_4f_deriveTextBoundsAnchorOffsets__line599_673,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_4f_deriveTextBoundsAnchorOffsets__line599_673/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_4f_deriveTextBoundsAnchorOffsets__line599_673/run.log
chart_1f_clipLine__line62_141,Chart_1,clipLine,source/org/jfree/chart/util/LineUtilities.java,62,141,ok,0,0,0,0,0,1.072,4.612,59.049,66.502,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_1f_clipLine__line62_141,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_1f_clipLine__line62_141/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_1f_clipLine__line62_141/run.log
chart_6f_equals__line1488_1582,Chart_6,equals,source/org/jfree/chart/plot/SpiderWebPlot.java,1488,1582,ok,0,0,0,0,0,1.172,4.512,48.141,55.537,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_6f_equals__line1488_1582,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_6f_equals__line1488_1582/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_6f_equals__line1488_1582/run.log
chart_1f_updatePlotProperties__line524_612,Chart_1,updatePlotProperties,source/org/jfree/chart/editor/DefaultPlotEditor.java,524,612,ok,0,0,0,0,0,1.16,4.625,58.992,66.482,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_1f_updatePlotProperties__line524_612,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_1f_updatePlotProperties__line524_612/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_1f_updatePlotProperties__line524_612/run.log
chart_20f_addSWTListener__line1460_1488,Chart_20,addSWTListener,swt/org/jfree/experimental/chart/swt/ChartComposite.java,1460,1488,ok,0,0,0,0,0,1.194,4.489,45.909,53.735,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_20f_addSWTListener__line1460_1488,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_20f_addSWTListener__line1460_1488/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_20f_addSWTListener__line1460_1488/run.log
chart_20f_widgetSelected__line1386_1433,Chart_20,widgetSelected,swt/org/jfree/experimental/chart/swt/ChartComposite.java,1386,1433,ok,0,0,0,0,0,1.167,4.752,45.643,53.538,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_20f_widgetSelected__line1386_1433,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_20f_widgetSelected__line1386_1433/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_20f_widgetSelected__line1386_1433/run.log
chart_25f_actionPerformed__line1315_1371,Chart_25,actionPerformed,source/org/jfree/chart/ChartPanel.java,1315,1371,ok,0,0,0,0,0,1.056,4.525,47.415,54.872,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_25f_actionPerformed__line1315_1371,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_25f_actionPerformed__line1315_1371/summary.json,/home/francisco/mt-harness/harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/chart_25f_actionPerformed__line1315_1371/run.log
