dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Csv_11,csv_11f_initializeHeader__line359_394,major_all_supported_local_full_rerun_final,initializeHeader,major_1,690ae27c2d066aa40039f2bd7ed986583df8339d1eed6c9e6dbea19e7825f303,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/csv_11f_initializeHeader__line359_394/run.log,EVR,<METHOD_INVOCATION(java.lang.String[])>:<DEFAULT>,org.apache.commons.csv.CSVParser,initializeHeader(),361,12602,this.format.getHeader(),null,1:EVR:<METHOD_INVOCATION(java.lang.String[])>:<DEFAULT>:org.apache.commons.csv.CSVParser@initializeHeader():361:12602:this.format.getHeader() |==> null
defects4j,Csv_11,csv_11f_initializeHeader__line359_394,major_all_supported_local_full_rerun_final,initializeHeader,major_2,9e2c89a3219b6750549f62fd4f3b5d2a34c2ea32346e0976f3e4b29aea681ada,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/csv_11f_initializeHeader__line359_394/run.log,EVR,"<NEW_CLASS(java.util.LinkedHashMap<java.lang.String,java.lang.Integer>)>:<DEFAULT>",org.apache.commons.csv.CSVParser,initializeHeader(),363,12663,"new LinkedHashMap<String, Integer>()",null,"2:EVR:<NEW_CLASS(java.util.LinkedHashMap<java.lang.String,java.lang.Integer>)>:<DEFAULT>:org.apache.commons.csv.CSVParser@initializeHeader():363:12663:new LinkedHashMap<String, Integer>() |==> null"
defects4j,Csv_11,csv_11f_initializeHeader__line359_394,major_all_supported_local_full_rerun_final,initializeHeader,major_3,26d836f86c9484317e0e443421191455dc065df6f2b7f370f2d973e2355d8712,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/csv_11f_initializeHeader__line359_394/run.log,LVR,0:POS,org.apache.commons.csv.CSVParser,initializeHeader(),366,12783,0,1,3:LVR:0:POS:org.apache.commons.csv.CSVParser@initializeHeader():366:12783:0 |==> 1
defects4j,Csv_11,csv_11f_initializeHeader__line359_394,major_all_supported_local_full_rerun_final,initializeHeader,major_4,ef79e76c67a5381ab9365f148a6f070552eb64a18723a4d7ab129d3635453bbd,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/csv_11f_initializeHeader__line359_394/run.log,LVR,0:NEG,org.apache.commons.csv.CSVParser,initializeHeader(),366,12783,0,-1,4:LVR:0:NEG:org.apache.commons.csv.CSVParser@initializeHeader():366:12783:0 |==> -1
defects4j,Csv_11,csv_11f_initializeHeader__line359_394,major_all_supported_local_full_rerun_final,initializeHeader,major_5,007edc6f2377d38574343cd22260b629393d0899c17e67c0a8b5b60417027f48,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/csv_11f_initializeHeader__line359_394/run.log,EVR,<METHOD_INVOCATION(org.apache.commons.csv.CSVRecord)>:<DEFAULT>,org.apache.commons.csv.CSVParser,initializeHeader(),368,12915,this.nextRecord(),null,5:EVR:<METHOD_INVOCATION(org.apache.commons.csv.CSVRecord)>:<DEFAULT>:org.apache.commons.csv.CSVParser@initializeHeader():368:12915:this.nextRecord() |==> null
defects4j,Csv_11,csv_11f_initializeHeader__line359_394,major_all_supported_local_full_rerun_final,initializeHeader,major_6,ad0984eef40788fef258116a8a6eaac291322c80d9eed9db94a6b16fbd93d3be,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/csv_11f_initializeHeader__line359_394/run.log,EVR,<METHOD_INVOCATION(java.lang.String[])>:<DEFAULT>,org.apache.commons.csv.CSVParser,initializeHeader(),370,13013,nextRecord.values(),null,6:EVR:<METHOD_INVOCATION(java.lang.String[])>:<DEFAULT>:org.apache.commons.csv.CSVParser@initializeHeader():370:13013:nextRecord.values() |==> null
defects4j,Csv_11,csv_11f_initializeHeader__line359_394,major_all_supported_local_full_rerun_final,initializeHeader,major_7,7d2be258758bd9c7b94e16b231bf81c6bd039578cc4ddd27c4e290133525b791,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/csv_11f_initializeHeader__line359_394/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.csv.CSVParser,initializeHeader(),373,13107,this.format.getSkipHeaderRecord(),false,7:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.csv.CSVParser@initializeHeader():373:13107:this.format.getSkipHeaderRecord() |==> false
defects4j,Csv_11,csv_11f_initializeHeader__line359_394,major_all_supported_local_full_rerun_final,initializeHeader,major_8,99803cfced73a91e33f0e18c879beaae0ca346bdf117a1018dcad0e671e821a3,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/csv_11f_initializeHeader__line359_394/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.csv.CSVParser,initializeHeader(),373,13107,this.format.getSkipHeaderRecord(),true,8:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.csv.CSVParser@initializeHeader():373:13107:this.format.getSkipHeaderRecord() |==> true
defects4j,Csv_11,csv_11f_initializeHeader__line359_394,major_all_supported_local_full_rerun_final,initializeHeader,major_9,b7c0b136f2c275f1c479bc5786f94a83ac1d27d6269d99f5f0f3833fda641133,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/csv_11f_initializeHeader__line359_394/run.log,EVR,<IDENTIFIER(java.lang.String[])>:<DEFAULT>,org.apache.commons.csv.CSVParser,initializeHeader(),376,13201,formatHeader,null,9:EVR:<IDENTIFIER(java.lang.String[])>:<DEFAULT>:org.apache.commons.csv.CSVParser@initializeHeader():376:13201:formatHeader |==> null
defects4j,Csv_11,csv_11f_initializeHeader__line359_394,major_all_supported_local_full_rerun_final,initializeHeader,major_10,4f9d856b15e1d2d685e9371a6823b3d316c311c5c1d9cef9bdd589be1b0a94f6,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full_rerun_final/targets/csv_11f_initializeHeader__line359_394/run.log,LVR,0:POS,org.apache.commons.csv.CSVParser,initializeHeader(),381,13347,0,1,10:LVR:0:POS:org.apache.commons.csv.CSVParser@initializeHeader():381:13347:0 |==> 1
