dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path
defects4j,Mockito_1,mockito_1f_unaryOperation__line136_222,batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,unaryOperation,m04,9bb8604ef006b9a86b1bad22ec07f7f0c615be000bd50586c25945218137fac8,SUCCESS,PASS,False,True,harness/executions/java/llm/16/batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/execution/m04.log
defects4j,Mockito_1,mockito_1f_unaryOperation__line136_222,batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,unaryOperation,m10,2bae46e7adb5b986c5621ee961605093ed9034619955227733597881bd8bd0da,SUCCESS,PASS,False,True,harness/executions/java/llm/16/batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/execution/m10.log
defects4j,Mockito_1,mockito_1f_unaryOperation__line136_222,batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,unaryOperation,m03,e72876402d54506cf2eade347f99b8d3e4f7e89d6d021b9f797932547303a03b,SUCCESS,PASS,False,True,harness/executions/java/llm/16/batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/execution/m03.log
defects4j,Mockito_1,mockito_1f_unaryOperation__line136_222,batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,unaryOperation,m07,dd1c47c5daff97677c2cd34c6d7c2d92c1431ef31af426dc8839d5ca1db95f3d,SUCCESS,PASS,False,True,harness/executions/java/llm/16/batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/execution/m07.log
defects4j,Mockito_1,mockito_1f_unaryOperation__line136_222,batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,unaryOperation,m15,cde74d648058dfd47d9fa640847cbcd76284d410ab022c081af957094962b5f4,SUCCESS,PASS,False,True,harness/executions/java/llm/16/batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/execution/m15.log
defects4j,Mockito_1,mockito_1f_unaryOperation__line136_222,batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,unaryOperation,m02,64bd917935c9b81c5447be071c1912453e9686894b04a301ff77c57970c5a65c,SUCCESS,PASS,False,True,harness/executions/java/llm/16/batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/execution/m02.log
defects4j,Mockito_1,mockito_1f_unaryOperation__line136_222,batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,unaryOperation,m06,435468db301f3c3097789bc0961580ffca6a559770fecfb975bae92bb854673c,SUCCESS,PASS,False,True,harness/executions/java/llm/16/batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/execution/m06.log
defects4j,Mockito_1,mockito_1f_unaryOperation__line136_222,batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,unaryOperation,m13,418b2445083be1d784b91acbbdadaa747ee180e603cd415c732bc8e87a3b4d16,SUCCESS,PASS,False,True,harness/executions/java/llm/16/batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/execution/m13.log
defects4j,Mockito_1,mockito_1f_unaryOperation__line136_222,batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,unaryOperation,m01,f83aa303da31bf891931e98f4b606d8d4c98c38995433199e2ea529ff3244b84,SUCCESS,PASS,False,True,harness/executions/java/llm/16/batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/execution/m01.log
defects4j,Mockito_1,mockito_1f_unaryOperation__line136_222,batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,unaryOperation,m05,e35e0b690c6ebc927b11180e18261c7d2784ca80ff009ca647f008ac466adb1a,SUCCESS,PASS,False,True,harness/executions/java/llm/16/batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/execution/m05.log
defects4j,Mockito_1,mockito_1f_unaryOperation__line136_222,batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,unaryOperation,m12,2d9ba2e7c56dcbf64ed4f8e51e2ea8870d6a808d7d2bbc5abe7148fe09f2819f,SUCCESS,PASS,False,True,harness/executions/java/llm/16/batch11__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/execution/m12.log
