dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_1,383311a07b54b7f3d7e31e92ed3f44e639d3073a218a6c378dd9327c401c64b6,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,0:POS,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",301,10403,0,1,"1:LVR:0:POS:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):301:10403:0 |==> 1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_2,ca65d0f79e7aba82481b219bbe48394c684a3b181a5adb118bfff620803b5526,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,0:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",301,10403,0,-1,"2:LVR:0:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):301:10403:0 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_3,fafc54cb290d7796a6f91e1fc508f1c254c5afdca541d9b61a3e9e7a2e893b67,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",302,10455,"""Cannot convert an empty array.""","""""","3:LVR:<CLASS>:<EMPTY>:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):302:10455:""Cannot convert an empty array."" |==> """""
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_4,f4d358ff6c7d29b536f0f5e018d61ff0ceacf60a07f81a64d1d350343bc370d8,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",304,10534,3,0,"4:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):304:10534:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_5,4bd2891b2470ca610bdafc9e6df6185d60ea05d7f4d4683f9a2109da52c4beb7,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",304,10534,3,-3,"5:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):304:10534:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_6,c770de0bce4c9521c3b13d6ffeb6ec7598ed3aa5f3ebc3c089b631c902284f0b,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",304,10552,3,0,"6:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):304:10552:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_7,a675204617c39f400384b9ae0dcc42337ec238e4286210ac6b161fd08b65fc79,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",304,10552,3,-3,"7:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):304:10552:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_8,e2c62ac4db6c603c8911194a26b1e2468f592c555e04575dc8f3f0707a9b6b8e,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",305,10596,2,0,"8:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):305:10596:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_9,33f2c4d7ebec589b26d8f68455e315b1fb34270f65acaf2c5173fdb6c761e086,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",305,10596,2,-2,"9:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):305:10596:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_10,b9f155500a080f089b662e604ed4723f81875f3ae5f08892895dd2b996eb612e,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",305,10614,2,0,"10:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):305:10614:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_11,59a2523b2c287d6bd63e8fb4bd62dfe60613d5ac07a981aba211644d0d9cf3ed,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",305,10614,2,-2,"11:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):305:10614:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_12,eee85df0609561d10f76fb6a6542a32047a50c5dda3ba9f6bde03b3ace6a377c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",306,10662,1,0,"12:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):306:10662:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_13,a55401288acffc72e4b94701a12531a9bcf9d177085760f75d4d881bc17793d3,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",306,10662,1,-1,"13:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):306:10662:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_14,dc460f875a66194069233f00f246456cc8b24f63fa571191866599d6017a65d2,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",306,10680,1,0,"14:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):306:10680:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_15,ca63a007fa4b2c420cfe394a7a673b526599fb7ed2c63d13e958b9398945e21f,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",306,10680,1,-1,"15:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):306:10680:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_16,7b75a506549905c2b23f21a9f45fd3f5b119d5e3b9d78a21013e5499506529a8,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",320,11116,1,0,"16:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):320:11116:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_17,ca447979dda6ffca9c9ec80520a7803cd8b960352a8bb24044dbec0edc34da88,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",320,11116,1,-1,"17:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):320:11116:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_18,86f8a9dd7203fb2591df1eb37ac4f40a8e473db8bb283ee3d4ea800127707809,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",320,11134,1,0,"18:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):320:11134:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_19,fb308cf8d0b47204998a5f8693ac95100d5e7d9972515e32f77707fb49fa1007,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",320,11134,1,-1,"19:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):320:11134:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_20,99e69399f2bce5c156ab77657286a05fea00ccc199a62132811038866da3f9eb,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",335,11576,2,0,"20:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):335:11576:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_21,8bab35541b1ad640747569d97a32a45c77ce35283f6431955540a1c95e14772a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",335,11576,2,-2,"21:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):335:11576:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_22,6bab5285c036504f66df536e7bdfe7b2649cd8af6c10e8b91e580131807abada,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",335,11594,2,0,"22:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):335:11594:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_23,f3782a6449e98ba52938d39c637c1f9d3bd87f38e5633207007642e076fad0e2,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",335,11594,2,-2,"23:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):335:11594:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_24,a7ba9b868fa26c94bbde246070702a7e8f37328c3861e9661979b33ab0d64281,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",336,11642,1,0,"24:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):336:11642:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_25,dbc809f323c17616ec6a5575cbb1a9fea48d626d939d283a58fc73069126283d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",336,11642,1,-1,"25:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):336:11642:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_26,3b7c62ab3504cab2f732245057a7bf5f61eb51d15ad85189b02cddcd79a3763a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",336,11660,1,0,"26:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):336:11660:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_27,2d792631fb30150c9037b95c31800d80c2789d76222576398276d16403cbb714,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",336,11660,1,-1,"27:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):336:11660:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryToHexDigit__line300_365,major_all_supported_local_full,binaryToHexDigit,major_28,2559d10a266070318177ea077337b82ec0f6187195bcc1111a34ee431651dc27,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_all_supported_local_full/targets/lang_1f_binaryToHexDigit__line300_365/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryToHexDigit(boolean[],int)",350,12096,1,0,"28:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryToHexDigit(boolean[],int):350:12096:1 |==> 0"
