target_id,run_name,mutant_id,test_name,kill_cause
chart_1f_clipLine__line62_141,major_exec__major_full_catalog_try2_exec__chart_1f_clipLine__line62_141,major_1,org.jfree.chart.util.junit.LineUtilitiesTests::testClipLine,ASSERTION_FAILURE
chart_1f_clipLine__line62_141,major_exec__major_full_catalog_try2_exec__chart_1f_clipLine__line62_141,major_13,org.jfree.chart.util.junit.LineUtilitiesTests::testClipLine,ASSERTION_FAILURE
chart_1f_clipLine__line62_141,major_exec__major_full_catalog_try2_exec__chart_1f_clipLine__line62_141,major_14,org.jfree.chart.util.junit.LineUtilitiesTests::testClipLine,ASSERTION_FAILURE
chart_1f_clipLine__line62_141,major_exec__major_full_catalog_try2_exec__chart_1f_clipLine__line62_141,major_15,org.jfree.chart.util.junit.LineUtilitiesTests::testClipLine,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_1,org.jfree.chart.renderer.category.junit.StackedBarRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_1,org.jfree.chart.renderer.xy.junit.StackedXYBarRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.junit.JFreeChartTests::testSerialization3,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.junit.JFreeChartTests::testSerialization4,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.labels.junit.ItemLabelPositionTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization2,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization4,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization5,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.CombinedDomainXYPlotTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.CombinedRangeXYPlotTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.XYPlotTests::testSerialization1,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.XYPlotTests::testSerialization2,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.XYPlotTests::testSerialization3,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.XYPlotTests::testSerialization4,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.plot.junit.XYPlotTests::testSerialization5,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.AreaRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.BarRenderer3DTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.BarRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.CategoryStepRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.GanttRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.LayeredBarRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.LevelRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.LineAndShapeRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.LineRenderer3DTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.ScatterRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.StackedAreaRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.StackedBarRenderer3DTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.category.junit.WaterfallBarRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.junit.AbstractRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.junit.DefaultPolarItemRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.xy.junit.CandlestickRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.xy.junit.ClusteredXYBarRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.xy.junit.DeviationRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.xy.junit.HighLowRendererTests::testSerialization,ASSERTION_FAILURE
chart_1f_readResolve__line213_291,major_exec__major_full_catalog_try2_exec__chart_1f_readResolve__line213_291,major_11,org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests::testSerialization,ASSERTION_FAILURE
