dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Codec_1,codec_1f_handleS__line612_660,major_full_catalog_try2,handleS,major_1,572f19b7371fbcdba6ec52a41d4ea0974cfb12ea1bba2ca7b3b612594cfd1965,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleS__line612_660/run.log,LVR,POS:0,org.apache.commons.codec.language.DoubleMetaphone,"handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean)",616,21648,1,0,"1:LVR:POS:0:org.apache.commons.codec.language.DoubleMetaphone@handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean):616:21648:1 |==> 0"
defects4j,Codec_1,codec_1f_handleS__line612_660,major_full_catalog_try2,handleS,major_2,c9e4f0a52065312a18bb67e1469e0533ad16a3d3f48450436078f94902328742,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleS__line612_660/run.log,LVR,POS:NEG,org.apache.commons.codec.language.DoubleMetaphone,"handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean)",616,21648,1,-1,"2:LVR:POS:NEG:org.apache.commons.codec.language.DoubleMetaphone@handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean):616:21648:1 |==> -1"
defects4j,Codec_1,codec_1f_handleS__line612_660,major_full_catalog_try2,handleS,major_3,c109f1ed93a357794ed28e27736f9709f1c259a2a44fad2fc10a176af02c737d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleS__line612_660/run.log,LVR,POS:0,org.apache.commons.codec.language.DoubleMetaphone,"handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean)",616,21651,3,0,"3:LVR:POS:0:org.apache.commons.codec.language.DoubleMetaphone@handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean):616:21651:3 |==> 0"
defects4j,Codec_1,codec_1f_handleS__line612_660,major_full_catalog_try2,handleS,major_4,9b132576001409c7c4180b38a2a1fa3cd39f9189dcfc4e5465eb228842babc95,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleS__line612_660/run.log,LVR,POS:NEG,org.apache.commons.codec.language.DoubleMetaphone,"handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean)",616,21651,3,-3,"4:LVR:POS:NEG:org.apache.commons.codec.language.DoubleMetaphone@handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean):616:21651:3 |==> -3"
defects4j,Codec_1,codec_1f_handleS__line612_660,major_full_catalog_try2,handleS,major_5,3cc8c6f891e21872014723f55be70d4b5ea84420a79b0d6f9835601396aa16e5,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleS__line612_660/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.codec.language.DoubleMetaphone,"handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean)",616,21654,"""ISL""","""""","5:LVR:<CLASS>:<EMPTY>:org.apache.commons.codec.language.DoubleMetaphone@handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean):616:21654:""ISL"" |==> """""
defects4j,Codec_1,codec_1f_handleS__line612_660,major_full_catalog_try2,handleS,major_6,a733402fcc8e578043ed2d419ab8086f2177d7f7d1d3951486f7eb15b2eb369d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleS__line612_660/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.codec.language.DoubleMetaphone,"handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean)",616,21661,"""YSL""","""""","6:LVR:<CLASS>:<EMPTY>:org.apache.commons.codec.language.DoubleMetaphone@handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean):616:21661:""YSL"" |==> """""
defects4j,Codec_1,codec_1f_handleS__line612_660,major_full_catalog_try2,handleS,major_7,7fbf4e17dc7c280c1a9be66e3a48be1bceffa81d961ea0aa95d1f4b31feba805,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleS__line612_660/run.log,COR,<METHOD_INVOCATION(boolean)>:FALSE,org.apache.commons.codec.language.DoubleMetaphone,"handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean)",616,21632,"contains(value, index - 1, 3, ""ISL"", ""YSL"")",false,"7:COR:<METHOD_INVOCATION(boolean)>:FALSE:org.apache.commons.codec.language.DoubleMetaphone@handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean):616:21632:contains(value, index - 1, 3, ""ISL"", ""YSL"") |==> false"
defects4j,Codec_1,codec_1f_handleS__line612_660,major_full_catalog_try2,handleS,major_8,17fb0c0fced5b4ea2718e1fbd4e99eb1365574a73dcf30d83d5bc76b0fc2cbb1,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleS__line612_660/run.log,COR,<METHOD_INVOCATION(boolean)>:TRUE,org.apache.commons.codec.language.DoubleMetaphone,"handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean)",616,21632,"contains(value, index - 1, 3, ""ISL"", ""YSL"")",true,"8:COR:<METHOD_INVOCATION(boolean)>:TRUE:org.apache.commons.codec.language.DoubleMetaphone@handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean):616:21632:contains(value, index - 1, 3, ""ISL"", ""YSL"") |==> true"
defects4j,Codec_1,codec_1f_handleS__line612_660,major_full_catalog_try2,handleS,major_9,f6e5e7290fa500dff62bb3e76a4e06278f56a3d43a1d61e4d1d0a112ac80e828,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleS__line612_660/run.log,LVR,0:POS,org.apache.commons.codec.language.DoubleMetaphone,"handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean)",619,21797,0,1,"9:LVR:0:POS:org.apache.commons.codec.language.DoubleMetaphone@handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean):619:21797:0 |==> 1"
defects4j,Codec_1,codec_1f_handleS__line612_660,major_full_catalog_try2,handleS,major_10,791de0a51a89f6038930094d8de8534672c620a6885f8eb441e11e73720fefa4,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_1f_handleS__line612_660/run.log,LVR,0:NEG,org.apache.commons.codec.language.DoubleMetaphone,"handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean)",619,21797,0,-1,"10:LVR:0:NEG:org.apache.commons.codec.language.DoubleMetaphone@handleS(java.lang.String,org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult,int,boolean):619:21797:0 |==> -1"
