dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path
defects4j,Cli_7,cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,wrap,major_16,711c0a48e4809250e908ef819b90a5b81ed2acf585a06aa4787e5448589c9c29,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438/execution/major_16.log
defects4j,Cli_7,cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,wrap,major_3,926e9035d9b0d80d075f8ac49fedbff135460a8a49f97916b88eef1dd3a2a432,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438/execution/major_3.log
defects4j,Cli_7,cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,wrap,major_15,9974dac30c3cc3c4cb63642477521641ce2ee505add1da6d279aa449ddb22fd6,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438/execution/major_15.log
defects4j,Cli_7,cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,wrap,major_22,3acc8927dc54282cd0dcf27623859c520109f4e1308d5b43588aadef2616f4db,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438/execution/major_22.log
defects4j,Cli_7,cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,wrap,major_1,22788f37ddbf51fc2bb046700100afb99f2fb4089371a77b62321ad3fab41b1c,SUCCESS,PASS,False,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438/execution/major_1.log
defects4j,Cli_7,cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,wrap,major_17,2e161eadfb3c3ec1a16caea73cc54658e9dec628203b0bb76db17bfbc31ce4af,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438/execution/major_17.log
defects4j,Cli_7,cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,wrap,major_4,a3ad79a41d652eac065aff75b3e28c8a00f8ea26be707b3544699ac34bc87c21,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438/execution/major_4.log
defects4j,Cli_7,cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,wrap,major_11,942ccce5f78091e00c78cb9791b1bb0c06cb883e08a90a64d0dd5234c4a14dd3,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438/execution/major_11.log
defects4j,Cli_7,cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,wrap,major_19,a1c61853074c6768aff28edeaa15e6d9903838f839cef7fd2af0c7dc1b1f184a,SUCCESS,FAIL,False,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438/execution/major_19.log
defects4j,Cli_7,cli_7f_wrap__line340_438,major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438,wrap,major_6,d5710e162200dbf87f4680c50a03e29c50a38fb03c1d88d0cac6bf97cc5b8c31,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__cli_7f_wrap__line340_438/execution/major_6.log
